,File_Name,Bbox,Height,Width,Disease_Name
1328,train_365.png,"[1113.0, 840.0, 136.0, 319.0]",1504,2872,caries
2506,train_267.png,"[653.0, 582.0, 204.0, 210.0]",1316,2858,impacted
477,train_431.png,"[671.0, 346.0, 158.0, 308.33333333333337]",1316,2838,caries
711,train_285.png,"[667.0, 581.0, 135.0, 265.0]",1504,2872,deep_caries
3492,train_224.png,"[2026.0, 253.0, 147.0, 198.0]",1316,2978,impacted
278,train_568.png,"[1912.285714285714, 364.2857142857142, 166.07142857142867, 296.42857142857144]",1316,2842,caries
2767,train_659.png,"[753.0, 611.0, 269.0, 277.0]",1316,2932,caries
1221,train_681.png,"[947.0, 357.33333333333337, 96.88888888888891, 315.66666666666663]",1316,2844,caries
586,train_534.png,"[832.0, 934.0, 255.0, 277.0]",1504,2884,deep_caries
2177,train_74.png,"[509.0, 825.0, 254.0, 295.0]",1504,2576,caries
1026,train_103.png,"[885.0, 528.0, 158.0, 259.0]",1316,2952,caries
2686,train_420.png,"[1251.0, 531.0, 106.0, 329.0]",1504,2884,periapical
2387,train_473.png,"[1643.0, 729.0, 140.0, 300.0]",1316,2969,caries
2465,train_190.png,"[1700.0, 747.0, 80.0, 213.0]",1316,2863,deep_caries
3510,train_657.png,"[1677.0, 795.0, 116.0, 279.0]",1316,2851,caries
483,train_518.png,"[1336.0, 457.0, 76.0, 294.0]",1316,2982,caries
3136,train_390.png,"[1861.0, 627.0, 141.0, 250.0]",1504,2868,deep_caries
3329,train_368.png,"[2043.6363636363635, 387.27272727272725, 210.909090909091, 201.81818181818176]",1316,2967,impacted
3351,train_34.png,"[2167.0, 506.0, 185.0, 336.0]",1504,2872,caries
769,train_704.png,"[1089.3617021276596, 884.0425531914893, 121.27659574468089, 321.2765957446809]",1504,2880,caries
2643,train_296.png,"[1792.2222222222222, 756.6666666666666, 251.1111111111111, 265.55555555555554]",1316,2940,caries
1339,train_460.png,"[1181.0, 620.0, 101.0, 276.0]",1504,2872,caries
2446,train_486.png,"[2152.0, 302.0, 130.0, 289.0]",1316,2921,caries
668,train_246.png,"[707.0, 778.0, 213.0, 307.0]",1316,2765,caries
3138,train_490.png,"[1627.0, 478.0, 61.66666666666674, 301.66666666666674]",1316,2744,deep_caries
1325,train_365.png,"[1918.0, 612.0, 207.0, 294.0]",1504,2872,caries
988,train_437.png,"[1991.0, 599.0, 204.0, 180.0]",1316,2856,impacted
552,train_5.png,"[830.0, 812.0, 189.0, 278.0]",1316,2750,caries
3197,train_42.png,"[1656.0, 437.0, 128.0, 317.0]",1316,2828,caries
1076,train_391.png,"[1511.0, 488.0, 135.0, 386.0]",1504,2884,caries
2945,train_201.png,"[2216.0, 719.0, 265.0, 258.0]",1504,2868,deep_caries
3520,train_599.png,"[1693.2432432432433, 409.4594594594595, 150.0, 387.8378378378378]",1504,2872,periapical
790,train_273.png,"[1955.0, 584.0, 147.0, 310.0]",1504,2868,caries
1015,train_497.png,"[1160.0, 645.0, 95.0, 284.0]",1504,2872,caries
2893,train_268.png,"[1783.084745762712, 461.6440677966102, 179.66101694915255, 291.5254237288135]",1316,2657,caries
1454,train_11.png,"[1936.0, 849.0, 275.0, 306.0]",1504,2872,deep_caries
1075,train_391.png,"[1786.0, 491.0, 135.0, 337.0]",1504,2884,caries
875,train_291.png,"[1339.705882352941, 419.1176470588235, 89.70588235294122, 326.4705882352941]",1316,2788,caries
1216,train_135.png,"[693.2960893854748, 587.1508379888268, 92.73743016759784, 222.90502793296093]",976,1976,caries
842,train_485.png,"[889.4736842105262, 728.0701754385964, 228.07017543859638, 315.78947368421063]",1316,2802,caries
1755,train_40.png,"[841.0, 657.0, 306.0, 211.0]",1316,3001,caries
1469,train_542.png,"[1989.0, 422.0, 158.0, 240.0]",1504,2872,impacted
1525,train_98.png,"[781.0, 370.25, 151.0, 280.0]",1316,2942,caries
1611,train_145.png,"[1799.0, 960.0, 198.0, 299.0]",1504,2872,caries
440,train_679.png,"[719.0, 412.0, 178.0, 356.0]",1504,2884,caries
1950,train_631.png,"[825.3333333333334, 445.3333333333333, 134.66666666666663, 320.00000000000006]",1316,2903,caries
310,train_487.png,"[800.9491525423729, 760.949152542373, 213.5593220338984, 298.30508474576277]",1316,2677,caries
213,train_61.png,"[1738.0, 628.0, 188.0, 279.0]",1316,2916,caries
8,train_673.png,"[1667.0, 723.0, 237.0, 356.0]",1316,2744,caries
3262,train_178.png,"[647.0, 551.0, 133.0, 301.0]",1504,2868,caries
461,train_405.png,"[944.0, 422.0, 155.0, 290.0]",1316,2837,caries
1915,train_649.png,"[1804.0, 720.0, 228.0, 309.0]",1316,2922,caries
411,train_495.png,"[1168.0, 601.0, 110.0, 272.0]",1504,2872,caries
886,train_510.png,"[1632.876712328767, 266.63013698630135, 105.47945205479459, 391.7808219178083]",1316,2896,periapical
138,train_136.png,"[1961.0, 440.0, 144.0, 225.0]",1316,2852,impacted
1641,train_200.png,"[698.0, 622.0, 303.0, 238.0]",1316,2936,caries
79,train_264.png,"[1853.0, 745.0, 281.0, 287.0]",1316,2866,caries
1586,train_172.png,"[1818.181818181818, 410.9090909090909, 172.72727272727275, 290.9090909090909]",1316,2885,caries
1297,train_343.png,"[2000.6802721088436, 746.9387755102041, 248.29931972789132, 270.74829931972795]",1316,2772,caries
2030,train_121.png,"[1996.0, 513.0, 133.0, 291.0]",1504,2872,caries
0,train_673.png,"[542.0, 698.0, 220.0, 271.0]",1316,2744,impacted
2769,train_481.png,"[515.0, 445.0, 165.0, 213.0]",1504,2480,deep_caries
1217,train_135.png,"[588.268156424581, 581.5642458100558, 144.69273743016765, 215.64245810055866]",976,1976,caries
2873,train_359.png,"[1861.6279069767443, 413.95348837209303, 115.11627906976742, 263.95348837209303]",1316,2986,caries
1553,train_252.png,"[1851.2222222222224, 521.0, 177.7777777777776, 286.0]",1316,2875,caries
2744,train_494.png,"[927.0, 816.0, 182.0, 277.0]",1504,2612,caries
3409,train_335.png,"[1640.391304347826, 482.4347826086956, 103.26086956521749, 339.13043478260863]",1316,2659,caries
2354,train_638.png,"[1745.264150943396, 724.0, 188.67924528301887, 353.41509433962256]",1316,2972,caries
2202,train_67.png,"[764.0, 707.0, 237.0, 272.0]",1504,2872,periapical
1201,train_540.png,"[1572.0, 649.0, 165.0, 316.0]",1316,2723,caries
2726,train_575.png,"[1547.4358974358975, 429.48717948717945, 106.41025641025635, 280.76923076923083]",1504,2556,caries
1441,train_191.png,"[2033.0, 488.0, 176.0, 313.0]",1504,2880,deep_caries
2402,train_691.png,"[819.0, 450.0, 163.0, 213.0]",1316,2827,impacted
1196,train_658.png,"[477.0, 624.3333333333334, 262.0, 259.66666666666663]",1316,2656,caries
2276,train_382.png,"[1484.0, 776.5555555555557, 97.0, 330.44444444444434]",1316,2820,deep_caries
735,train_250.png,"[766.0, 721.8888888888889, 272.0, 261.1111111111111]",1316,2860,deep_caries
3172,train_641.png,"[1082.0, 749.0, 208.0, 278.0]",1316,2989,caries
715,train_319.png,"[1532.8474576271187, 849.457627118644, 91.52542372881362, 310.16949152542384]",1316,2805,caries
19,train_95.png,"[1142.0, 816.0, 114.0, 333.0]",1504,2872,caries
936,train_170.png,"[841.0, 562.0, 178.0, 343.0]",1504,2872,caries
3088,train_569.png,"[834.0, 479.0, 185.0, 342.0]",1504,2868,deep_caries
702,train_166.png,"[1696.0, 292.0, 103.0, 321.0]",1316,2947,caries
101,train_12.png,"[1042.0, 530.0, 114.0, 284.0]",1504,2872,caries
900,train_372.png,"[724.6913580246913, 361.72839506172835, 170.37037037037032, 214.81481481481484]",1316,2802,impacted
1958,train_624.png,"[1249.6949152542375, 451.6949152542373, 145.76271186440658, 203.38983050847463]",976,1976,caries
1034,train_356.png,"[746.0, 369.0, 179.0, 238.0]",1316,2799,impacted
433,train_474.png,"[1745.0, 365.0, 157.0, 319.0]",1316,2890,caries
3467,train_668.png,"[945.4545454545454, 444.15584415584414, 141.5584415584416, 283.1168831168831]",1316,2871,caries
3311,train_82.png,"[939.0, 900.0, 229.0, 291.0]",1504,2872,caries
2333,train_459.png,"[1870.0, 552.0, 258.0, 283.0]",1316,2872,caries
1082,train_177.png,"[1801.123595505618, 705.6179775280899, 206.74157303370794, 303.37078651685385]",1316,2814,deep_caries
308,train_487.png,"[1665.9661016949153, 787.0677966101696, 201.69491525423723, 313.5593220338983]",1316,2677,deep_caries
3359,train_298.png,"[1683.0, 879.0, 241.0, 274.0]",1504,2628,caries
287,train_655.png,"[869.0, 518.2432432432432, 143.40540540540542, 291.891891891892]",1316,2786,caries
1238,train_152.png,"[2153.0, 893.0, 235.0, 257.0]",1504,2872,impacted
2680,train_295.png,"[1725.0, 840.0, 140.0, 280.0]",1316,2916,caries
2307,train_206.png,"[767.75, 696.0, 225.0, 296.0]",1316,2917,caries
252,train_682.png,"[2014.0, 461.0, 126.0, 237.0]",1316,2905,deep_caries
1798,train_219.png,"[1189.0, 521.0, 137.0, 323.0]",1504,2688,caries
1709,train_620.png,"[2066.0, 364.0, 147.0, 260.0]",1316,2945,impacted
2993,train_550.png,"[653.0, 480.0, 134.0, 296.0]",1504,2872,impacted
1446,train_665.png,"[1892.0, 615.0, 234.0, 331.0]",1316,2929,caries
3002,train_701.png,"[1841.0, 611.0, 273.0, 295.0]",1316,2906,caries
1123,train_471.png,"[283.0, 557.0, 164.0, 191.0]",1504,2412,impacted
653,train_300.png,"[1000.0, 602.0, 142.0, 281.0]",1504,2872,caries
2228,train_320.png,"[788.1818181818181, 286.09090909090907, 196.36363636363637, 310.9090909090908]",1316,2885,caries
1220,train_681.png,"[1021.4444444444446, 359.33333333333337, 113.55555555555543, 319.44444444444446]",1316,2844,caries
1021,train_16.png,"[753.0, 719.0, 208.0, 276.0]",1536,3076,caries
1330,train_515.png,"[1854.6666666666667, 522.0, 245.33333333333326, 263.0]",1316,2860,caries
601,train_686.png,"[1144.0, 433.0, 126.0, 368.0]",1504,2872,periapical
1268,train_358.png,"[824.7524752475248, 343.56435643564356, 130.69306930693062, 336.63366336633663]",1316,2862,caries
844,train_485.png,"[1694.736842105263, 424.5614035087719, 114.03508771929842, 291.2280701754385]",1316,2802,deep_caries
898,train_274.png,"[845.0, 708.0, 268.0, 280.0]",1316,2942,caries
2909,train_302.png,"[1570.0, 594.0, 94.0, 389.0]",1316,2828,caries
3340,train_34.png,"[2177.0, 837.0, 234.0, 270.0]",1504,2872,impacted
2121,train_582.png,"[989.0, 681.0, 160.0, 178.0]",1316,2977,deep_caries
2455,train_239.png,"[800.1176470588234, 223.29411764705878, 164.70588235294122, 344.11764705882354]",1316,2955,caries
1625,train_280.png,"[1927.0, 645.0, 173.0, 262.0]",1316,2844,caries
279,train_568.png,"[642.4285714285713, 659.1428571428571, 251.78571428571433, 253.57142857142844]",1316,2842,deep_caries
493,train_110.png,"[854.0, 371.0, 182.0, 268.0]",1316,2846,caries
1410,train_412.png,"[825.0, 560.0, 176.0, 314.0]",1504,2872,caries
1896,train_248.png,"[941.0, 273.0, 190.0, 323.0]",1316,2872,deep_caries
2397,train_651.png,"[898.0, 538.0, 148.0, 330.0]",1504,2872,caries
1452,train_88.png,"[953.0, 834.0, 196.0, 320.0]",1504,2872,caries
3462,train_138.png,"[589.2941176470588, 173.0, 166.17647058823525, 295.1176470588235]",1316,2753,caries
3385,train_444.png,"[892.0, 713.0, 251.0, 278.0]",1316,2750,caries
2500,train_425.png,"[1990.0714285714284, 690.0714285714284, 175.0, 283.92857142857156]",1316,2844,caries
2197,train_590.png,"[889.0943396226414, 388.7358490566038, 218.86792452830196, 320.2641509433962]",1316,2954,caries
837,train_255.png,"[1887.0, 714.0, 189.0, 273.0]",1316,2954,caries
616,train_393.png,"[1791.0, 643.0, 128.0, 308.0]",1504,2872,caries
1111,train_402.png,"[811.2903225806451, 406.4516129032258, 142.74193548387098, 275.00000000000006]",1316,2823,caries
3062,train_242.png,"[751.0, 824.8717948717948, 206.0, 232.1282051282052]",1316,2844,deep_caries
2819,train_18.png,"[2042.0, 495.0, 167.0, 278.0]",1504,2872,caries
121,train_693.png,"[1105.0, 777.0, 113.0, 316.0]",1316,2827,caries
1852,train_27.png,"[2052.0, 627.0, 193.0, 240.0]",1316,2822,impacted
3314,train_82.png,"[1935.0, 564.0, 168.0, 269.0]",1504,2872,caries
2103,train_334.png,"[1206.0, 813.0, 89.0, 347.0]",1504,2872,caries
2922,train_345.png,"[723.0, 325.0, 195.0, 171.0]",1316,2846,impacted
1329,train_515.png,"[1671.3333333333335, 281.0, 151.66666666666652, 298.55555555555554]",1316,2860,caries
1708,train_620.png,"[2127.0, 726.0, 187.0, 276.0]",1316,2945,impacted
1068,train_391.png,"[1892.0, 767.0, 286.0, 316.0]",1504,2884,caries
2589,train_543.png,"[787.0, 509.0, 157.0, 248.0]",1503,2892,impacted
689,train_263.png,"[946.0, 869.0, 248.0, 318.0]",1504,2868,caries
390,train_113.png,"[1808.0, 651.0, 234.0, 249.0]",1316,2716,caries
3051,train_354.png,"[996.0, 764.0, 204.0, 320.0]",1350,3045,caries
1988,train_174.png,"[1808.7378640776699, 792.2330097087379, 182.52427184466023, 332.03883495145624]",1316,2890,caries
135,train_136.png,"[1642.0, 742.0, 98.0, 299.0]",1316,2852,deep_caries
2284,train_337.png,"[1100.0, 857.0, 175.0, 312.0]",1504,2872,caries
346,train_663.png,"[786.5030674846626, 555.2147239263803, 115.3374233128834, 219.01840490797542]",976,1976,caries
799,train_273.png,"[1672.0, 504.0, 147.0, 419.0]",1504,2868,caries
2501,train_425.png,"[741.0, 738.2857142857142, 243.71428571428567, 292.8571428571429]",1316,2844,deep_caries
1712,train_241.png,"[1008.0, 604.0, 143.0, 319.0]",1504,2872,caries
347,train_663.png,"[667.0, 540.4907975460122, 128.70552147239255, 203.50920245398777]",976,1976,caries
2685,train_420.png,"[1094.0, 540.0, 116.0, 315.0]",1504,2884,caries
2183,train_566.png,"[869.0, 442.0, 183.0, 159.0]",1316,2856,impacted
1458,train_11.png,"[1594.0, 557.0, 89.0, 336.0]",1504,2872,caries
1913,train_484.png,"[981.0, 392.0, 152.0, 294.0]",1316,2971,caries
1420,train_674.png,"[538.0, 664.0, 213.0, 203.0]",1316,2850,impacted
3098,train_140.png,"[2004.0, 910.0, 287.0, 278.0]",1504,2872,caries
937,train_170.png,"[2113.0, 827.0, 231.0, 212.0]",1504,2872,impacted
171,train_621.png,"[1747.0, 724.0, 137.0, 284.0]",1316,3004,caries
1001,train_462.png,"[984.0, 518.0, 176.0, 317.0]",1504,2872,caries
293,train_655.png,"[899.0, 829.3783783783783, 217.0, 311.62162162162167]",1316,2786,caries
946,train_529.png,"[1844.0, 886.0, 272.0, 305.0]",1504,2872,periapical
1003,train_462.png,"[893.0, 569.0, 116.0, 223.0]",1504,2872,deep_caries
156,train_251.png,"[712.9230769230769, 526.2307692307692, 110.0769230769231, 206.76923076923083]",976,1976,caries
2956,train_131.png,"[2001.0, 706.0, 232.0, 229.0]",1316,3003,caries
491,train_110.png,"[1880.0, 248.0, 150.0, 218.0]",1316,2846,impacted
1843,train_670.png,"[2003.3333333333333, 708.0, 211.33333333333326, 195.33333333333337]",1316,2771,impacted
3325,train_368.png,"[776.3636363636363, 487.27272727272725, 149.09090909090912, 249.090909090909]",1316,2967,caries
2128,train_582.png,"[2105.0, 307.0, 200.0, 225.0]",1316,2977,impacted
2568,train_411.png,"[1775.0, 812.0, 240.0, 304.0]",1504,2872,caries
3428,train_556.png,"[1612.0344827586207, 793.7586206896552, 104.9655172413793, 318.9655172413794]",1316,2727,caries
3476,train_194.png,"[1767.6470588235293, 479.0, 136.76470588235293, 309.23529411764696]",1316,2800,caries
3041,train_418.png,"[878.6407766990291, 688.3495145631068, 205.8252427184467, 334.95145631067953]",1316,2840,caries
3382,train_444.png,"[687.0, 684.0, 263.0, 245.0]",1316,2750,caries
1662,train_468.png,"[975.9056603773585, 258.5471698113207, 152.83018867924523, 328.3018867924528]",1316,2989,caries
2373,train_652.png,"[1095.0, 847.0, 115.0, 325.0]",1504,2872,caries
2428,train_69.png,"[852.0, 768.0, 149.0, 155.0]",1316,2963,impacted
3027,train_55.png,"[1723.0, 898.0, 261.0, 316.0]",1504,2872,caries
2787,train_432.png,"[1001.0, 640.0, 171.0, 275.0]",1504,2868,caries
721,train_502.png,"[1769.0, 380.0, 148.0, 323.0]",1316,2849,caries
3504,train_338.png,"[1795.1428571428569, 437.0, 208.85714285714312, 304.8571428571428]",1316,2910,caries
3188,train_256.png,"[985.3658536585365, 606.0975609756097, 119.51219512195121, 302.43902439024396]",1504,2884,caries
2541,train_503.png,"[875.0, 825.0, 236.0, 343.0]",1504,2868,caries
2699,train_157.png,"[1754.0, 614.0, 189.0, 303.0]",1504,2872,caries
2081,train_232.png,"[2029.0, 320.0, 153.0, 320.0]",1316,2986,caries
3374,train_90.png,"[1939.041095890411, 579.4520547945206, 181.50684931506862, 289.04109589041093]",1504,2868,caries
3317,train_360.png,"[819.0, 496.0, 139.0, 358.0]",1504,2872,caries
243,train_700.png,"[748.0, 709.0, 273.0, 276.0]",1536,3076,caries
3300,train_463.png,"[1896.0, 415.0, 162.0, 283.0]",1316,2824,caries
802,train_273.png,"[1920.0, 935.0, 248.0, 301.0]",1504,2868,periapical
3152,train_587.png,"[1880.0000000000002, 296.58620689655174, 137.9310344827586, 289.65517241379314]",1316,2714,caries
2796,train_533.png,"[1004.0, 344.0, 207.0, 341.0]",1316,2964,caries
3089,train_553.png,"[1912.0, 802.0, 245.0, 329.0]",1504,2872,caries
3043,train_418.png,"[591.2621359223301, 762.1359223300971, 225.24271844660188, 162.13592233009706]",1316,2840,impacted
1352,train_107.png,"[1868.0, 549.0, 150.0, 304.0]",1504,2868,caries
1692,train_234.png,"[503.27868852459017, 516.3934426229508, 189.344262295082, 203.27868852459017]",976,1976,caries
2540,train_503.png,"[2050.0, 743.0, 278.0, 333.0]",1504,2868,caries
2515,train_448.png,"[858.3333333333334, 382.25, 156.25, 302.08333333333337]",1316,2765,caries
3092,train_140.png,"[637.0, 854.0, 286.0, 263.0]",1504,2872,caries
3298,train_13.png,"[937.0, 341.0, 144.0, 182.0]",1316,2935,deep_caries
2345,train_2.png,"[795.0, 582.0, 165.0, 313.0]",1504,2872,caries
819,train_303.png,"[825.0, 475.0, 177.0, 328.0]",1504,2872,caries
2022,train_409.png,"[2044.0, 467.0, 134.0, 292.0]",1504,2868,deep_caries
2072,train_94.png,"[1980.0, 883.0, 242.0, 277.0]",1504,2872,caries
3177,train_667.png,"[1992.921568627451, 660.1960784313725, 149.01960784313724, 239.21568627450995]",1316,2923,impacted
232,train_536.png,"[1267.5714285714284, 472.0, 89.42857142857156, 296.57142857142844]",1316,2900,caries
3135,train_390.png,"[1103.0, 625.0, 167.0, 279.0]",1504,2868,caries
1879,train_105.png,"[623.8376623376623, 423.538961038961, 176.16233766233768, 256.461038961039]",1316,2843,impacted
693,train_240.png,"[717.0, 715.0, 203.0, 212.0]",1316,2960,impacted
2246,train_597.png,"[1752.0, 708.0, 174.0, 298.0]",1316,2723,caries
2264,train_148.png,"[806.0, 880.0, 195.0, 285.0]",1504,2872,caries
2792,train_443.png,"[1175.0, 876.0, 108.0, 296.0]",1504,2880,caries
2156,train_83.png,"[1003.6363636363635, 546.3636363636364, 110.0, 301.81818181818176]",1504,2872,deep_caries
2427,train_236.png,"[623.910411622276, 665.639225181598, 169.49152542372883, 171.18644067796606]",1316,2698,impacted
2656,train_472.png,"[1019.0, 723.0, 260.0, 305.0]",1316,3004,deep_caries
2698,train_157.png,"[795.0, 919.0, 228.0, 332.0]",1504,2872,impacted
3139,train_490.png,"[1683.6666666666667, 474.66666666666674, 130.0, 286.66666666666663]",1316,2744,caries
320,train_3.png,"[1383.0, 509.63157894736844, 76.31578947368416, 271.0526315789473]",1316,2682,deep_caries
3483,train_120.png,"[1031.6831683168316, 349.5049504950495, 100.99009900990109, 324.7524752475247]",1316,2875,caries
1341,train_460.png,"[1777.0, 540.0, 192.0, 326.0]",1504,2872,caries
1180,train_218.png,"[978.0, 510.0, 144.0, 266.0]",1316,2846,caries
2777,train_481.png,"[1535.4545454545453, 419.99999999999994, 158.18181818181824, 291.8181818181818]",1504,2480,caries
2192,train_526.png,"[1729.126213592233, 765.0485436893204, 135.9223300970873, 322.3300970873787]",1316,2902,caries
3370,train_429.png,"[1754.9180327868853, 659.016393442623, 203.27868852459005, 327.86885245901635]",1316,2854,caries
607,train_513.png,"[840.0, 727.0, 221.0, 276.0]",1316,2867,caries
1474,train_181.png,"[985.0, 843.0, 183.0, 335.0]",1504,2872,caries
1711,train_241.png,"[1901.0, 862.0, 233.0, 308.0]",1504,2872,caries
1880,train_105.png,"[1776.0, 380.3571428571428, 151.57142857142844, 389.2857142857142]",1316,2843,caries
3001,train_701.png,"[870.0, 302.0, 161.0, 295.0]",1316,2906,caries
1363,train_477.png,"[1199.0, 479.0, 127.0, 408.0]",1504,2888,caries
1622,train_576.png,"[888.0, 446.0, 155.0, 306.0]",1316,2758,caries
1246,train_548.png,"[1921.0, 849.0, 207.0, 302.0]",1504,2884,caries
